nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/KvrP8c6eVBc?si=1EP-aMrXRtcbPO6b,Cable Rope Overhead Tricep Extension,Empuje,-3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/pXd8vm-ZSOA?si=8_iZ3618RVjOmu3S,Single Arm Cable Reverse Grip Tricep Pushdown,Empuje,-3,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Forearms,Elbow Flexion,Bodybuilding,https://youtu.be/aIrvcBlNHBA,EZ Bar Reverse Grip Bicep Curl,General,-3,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/EQlfrWvaU6w,Stability Ball Single Arm Dumbbell Chest Press,Empuje,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/3FVZDVJnvIA,Suspension Face Pull,Empuje,1,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/gnikveF7dgI,Landmine V Grip Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/u3wKkZjE8QM,Double Dumbbell Thruster,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/03aX4h5-EkA,Single Arm Dumbbell Thruster,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/tiETx7VNDf0,Single Arm Landmine Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Vertical Pull,Calisthenics,https://youtu.be/__TzXC-Hc_4?si=Z59SDF6EfXOY4pa_,Superband Assisted Bar Pull Up,Jalón,5,fuerza_hipertrofia
Principiante,Accesorios funcionales,Movilidad / estabilidad,Calentamiento,Back,Spinal Extension,Postural,https://youtu.be/qt1WWg8QDg8?si=Go7eAWcyWu13yBIi,Stability Ball Prone Cobra,Jalón,1,movilidad_estabilidad
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Shoulders,Loaded Carry,Sin clasificar,https://youtu.be/Pvs-dT7KPh4,Single Arm Dumbbell Overhead Carry,Empuje,5,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/4-Jz3c_u1dw,Double Dumbbell Pendlay Row,Jalón,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/SgzJGLlAtok?si=p2bo--kETp2ajVVX,Cable Straight Bar Pullover,Jalón,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/4QDCC2gU5_E,Single Arm Cable Half Kneeling Lat Pulldown,Jalón,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/redrpTwkplw,Single Arm Cable Half Kneeling Low Row,Jalón,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Sin clasificar,https://youtu.be/wH4TXGV8UyA?si=N8Y8Uk0A9glEeeuQ,Single Arm Suspension Low Row,Jalón,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/93ZAdx24QVQ,Double Dumbbell Incline Bench Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/ezrZnmjZTR4,Barbell Pendlay Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Powerlifting,https://youtu.be/SCVCLChPQFY,Barbell Bench Press,Empuje,3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Condicion fisica / potencia,Principal,Glutes,Hip External Rotation,Sin clasificar,https://youtu.be/1OnBBhiaQjY,Cable Single Leg Standing Bent Knee Hip External Rotation,Pierna,3,potencia_funcional
Principiante,Gimnasio / maquina,Condicion fisica / potencia,Principal,Glutes,Hip External Rotation,Sin clasificar,https://youtu.be/ApvO0XTFjRc,Cable Hip Rotation,Pierna,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/BVrlItPBX8M?si=4NJpARumV7sAFCki,Barbell Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/43GSKivZnw4?si=OIfasYK8gG4sUDBW,Barbell Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/iaBVSJm78ko,Barbell Push Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/9Gf-Ourup_k?si=qt-DlqHLDICtOmju,Barbell Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/e-c4gMcqdyw,Single Arm Landmine Meadows Row,Jalón,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/iWyvxI5A1cA?si=aBSi-dGZ6CxySnnU,Cable Straight Bar Seated Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/NfOLyLpoGII,Cable Rope Skull Crusher,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/KxPNCVXkvAg?si=pDMoju9bpHN_T9_7,Single Arm Dumbbell Seated Cuban Press,Empuje,1,fuerza_hipertrofia
Principiante,Sin equipo,Movilidad / estabilidad,Principal,Shoulders,Isometric Hold,Calisthenics,https://youtu.be/yHuLx1J9orw,Bodyweight Wall Facing Handstand,Empuje,3,movilidad_estabilidad
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Triceps,Horizontal Push,Calisthenics,https://youtu.be/hDH5pliNKoM?si=NTV941Sjf3NsUGDj,Parallette Close Grip Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Calisthenics,https://youtu.be/UEZy-OmXdZs,Parallette Wide Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Flexion,Bodybuilding,https://youtu.be/DL-HN35sxdg,Barbell Front Raise,Empuje,0,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Flexion,Bodybuilding,https://youtu.be/acozHQv1JLk,Single Arm Cable Front Raise,Empuje,0,fuerza_hipertrofia
Intermedio,Otro equipo,Movilidad / estabilidad,Calentamiento,Abdominals,Anti-Lateral Flexion,Calisthenics,https://youtu.be/d7PGNbhmQVM,Parallette Side Plank,Core,3,movilidad_estabilidad
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Flexion,Bodybuilding,https://youtu.be/PgSZlX32WTo,Cable Straight Bar Front Raise,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Horizontal Push,Bodybuilding,https://youtu.be/XEFDMwmrLAM,Barbell Close Grip Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/Pu5p6uZGTZM?si=MoB-YCpKDesQD9Nn,Single Arm Cable Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/91nVZ7FLPyA?si=_khiKXF3khjyeuSP,Single Arm Cable Shotgun Row,Jalón,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/_1ATOXmanEw?si=7DN0OJcZ8jGgOQxp,Cable Half Kneeling Face Pull,Empuje,1,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Shoulders,Horizontal Pull,Sin clasificar,Sin dato,Stability Ball Double Dumbbell W Raise,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/9Q9gwoXHn1o,Single Arm Kettlebell Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/Ln1j7lm6SrE,Double Kettlebell Gorilla Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Rotational,Mobility,https://youtu.be/wJcmanVh5EE,Kettlebell Alternating Halo,Empuje,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/CwhbuoGqyug?si=Q9nkDUY4NvpGPqak,Single Arm Kettlebell Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/YzTfq9VaQKs,Kettlebell Horn Grip Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/scf3uLuAATg,Double Dumbbell Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/6GbGvGvedOc,Double Kettlebell Z Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/ekNrVv6G5v8,Double Kettlebell Push Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/pJzThQgKKxw,Barbell Prone Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/XsV_KH5Xrng,Single Arm Dumbbell Cuban Press,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/pRfJwVHLp6c,Single Arm Kettlebell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/2jFFCy8JBU8?si=BCYplSL2-ewJ8kiB,Barbell Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/2nJsZIScaVk,Double Kettlebell Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Sin clasificar,Postural,https://youtu.be/x4PRrxvYtwk?si=arNJc-zXL0vatJmL,Double Dumbbell Incline Bench Prone Y Raise,Empuje,1,movilidad_estabilidad
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/a33rvhoBWYM,Suspension Face Pull to Overhead Press,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/Cb5ZNB7Vf-0?si=_wFvEZ4u-wYsUhzm,Double Dumbbell Reverse Grip Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Back,Vertical Pull,Bodybuilding,https://youtu.be/N7FcfA7UFZk,Single Arm Cable Seated Floor Lat Pulldown,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Condicion fisica / potencia,Principal,Forearms,Loaded Carry,Sin clasificar,https://youtu.be/p5MNNosenJc,Double Dumbbell Suitcase Carry,Carga,5,potencia_funcional
Principiante,Ligas,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,Sin dato,Single Arm Resistance Band Half Kneeling Cuban Press,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/XpcOM9Np9LQ?si=p-JIsZ-J0LYgrnEO,Double Dumbbell Cuban Press,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/KoOmLu7ms1s,Double Kettlebell Pendlay Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/ZcUxxxNl1PA,Double Kettlebell Half Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/KUsZAGWd0VQ,Single Arm Kettlebell Push Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/U2w1H0oXhhg?si=OkR2U3VpYiRe81Eo,Double Kettlebell Push Jerk,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/195-8CoZDgo,Double Dumbbell Glute Bridge Isometric Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/55-ngw6hplo,Double Kettlebell Seesaw Overhead Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/DmC9vPYvU0g?si=mIpOJCXLUo_un5rT,Alternating Double Kettlebell Z Press,Empuje,2,fuerza_hipertrofia
Intermedio,Sin equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Sin clasificar,https://youtu.be/auBLPXO8Fww,Bodyweight Burpee,Empuje,3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Horizontal Push,Sin clasificar,https://youtu.be/SCOxIkPDqxM?si=JHtcK8O5k4voNCP2,Double Dumbbell Devil Press,Empuje,3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Shoulders,Horizontal Push,Sin clasificar,https://youtu.be/l6_aD2IWEEA,Alternating Single Arm Dumbbell Devil Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/n54YmZS9uM4,Double Kettlebell Seesaw Z Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Shoulder Abduction,Mobility,https://youtu.be/IeGDlglTK9M,Double Plate Lu Raise,Empuje,2,movilidad_estabilidad
Principiante,Peso libre,Movilidad / estabilidad,Principal,Shoulders,Isometric Hold,Sin clasificar,https://youtu.be/ToHy85wT3KE?si=z9VmwQGWt8A86_Mc,Plate Steering Wheel,Empuje,1,movilidad_estabilidad
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,https://youtu.be/ybVFLdr1_Vk?si=NGTNOkq-xBRDhbIF,Suspension Cuban Press,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/6yGZ0KCaiWM,Barbell Decline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Rotational,Mobility,https://youtu.be/A2jT86tgnII,Kettlebell Half Kneeling Alternating Halo,Empuje,4,movilidad_estabilidad
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Rotational,Mobility,https://youtu.be/9n3nSrJiuFE?si=oGT50V2Fg6jzr5X2,Kettlebell Tall Kneeling Alternating Halo,Empuje,4,movilidad_estabilidad
Avanzado,Sin equipo,Condicion fisica / potencia,Tecnica,Chest,Sin clasificar,Plyometric,https://youtu.be/phmcox-C8iA,Bodyweight Rolling Squat Burpee,Empuje,6,potencia_funcional
Principiante,Peso libre,Movilidad / estabilidad,Calentamiento,Shoulders,Rotational,Mobility,https://youtu.be/4frRMFUlaFs,Kettlebell Tall Kneeling Alternating Hip to Halo,Empuje,4,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/Mdx1V3v7E5g,Barbell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/_othSKjqF30,Dumbbell Crush Grip Z Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/HdsS7MO_KFs?si=6N85JwB13t24ha7T,Barbell Half Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/j2slieruHx0?si=qsnkz69oUwDeE0hp,Barbell Tall Kneeling Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Calisthenics,https://youtu.be/bHO0A4ZF_Zg,Barbell Inverted Row,Jalón,5,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Calisthenics,https://youtu.be/xhlReCpAE9k,Ring Row,Jalón,5,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/DS-pvuh8VEo?si=KEDC31EUxCubFjGj,Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/iRHrBseKm0k?si=X-TqbB38SGkCSqnE,Slider Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Calisthenics,https://youtu.be/5CxPrNkhm2k,Ring Bulgarian Row,Jalón,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Rotational,Bodybuilding,https://youtu.be/VQKcF1HfsYk,Alternating Double Kettlebell Rotational Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/kUgzuCAvO3A,Alternating Double Kettlebell Push Press,Empuje,3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Shoulders,Shoulder External Rotation,Sin clasificar,Sin dato,Cable Tall Kneeling Face Pull,Empuje,1,fuerza_hipertrofia
Principiante,Peso libre,Condicion fisica / potencia,Tecnica,Biceps,Sin clasificar,Ballistics,https://youtu.be/e8aZdfRK4FE?si=VtO52sSIMj0T-KCF,Macebell Ballistic Curl,Jalón,3,potencia_funcional
Principiante,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Shoulder External Rotation,Mobility,Sin dato,Single Arm Indian Club Outer Heart Shaped Swing,Empuje,2,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Sin clasificar,Sin clasificar,https://youtu.be/JJgOmmqZneM?si=v93qv5Poy03NJqj_,Single Arm Clubbell Pullover,Jalón,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Sin clasificar,Sin clasificar,https://youtu.be/2ZYphWzJedw?si=f5GGOhThihsKqIds,Double Clubbell Pullover,Jalón,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Sin clasificar,Sin clasificar,https://youtu.be/0sRFLvzcqxw?si=cqK8W0uEQdEUfDAy,Clubbell Pullover,Jalón,1,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Horizontal Push,Sin clasificar,https://youtu.be/3_F4oUpYY7Q?si=qgoqjkcK33CSqmX4,Clubbell Front Flag Press,Empuje,3,fuerza_hipertrofia
Principiante,Otro equipo,Movilidad / estabilidad,Calentamiento,Shoulders,Sin clasificar,Mobility,Sin dato,Single Arm Indian Club Inner Heart Shaped Swing,Empuje,2,movilidad_estabilidad
Principiante,Calistenia / barras,Movilidad / estabilidad,Principal,Forearms,Isometric Hold,Calisthenics,https://youtu.be/7J_x9uMtr-o?si=2tga8qG4urWcSCMT,Single Arm Ring Dead Hang,Core,3,movilidad_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Hip Hinge,Bodybuilding,https://youtu.be/yMRbcOd51pA?si=7Hc1xBgOqKKuKw3C,Single Arm Dumbbell Suitcase Deadlift,Cadera,2,fuerza_hipertrofia
Principiante,Accesorios funcionales,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/7wCLqLLyHh0?si=hFc7L_yPlG-KnZVg,Slider Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/REUDhFnYMYc?si=13Shwx4VKvuvNLZh,Clubbell Torch Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,https://youtu.be/UU4WhE25JfI?si=6sinMuju_2nUhgZK,Single Arm Clubbell Torch Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Sin clasificar,Sin dato,Double Clubbell Torch Press,Empuje,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Hip Hinge,Powerlifting,https://youtu.be/op9kVnSso6Q,Barbell Conventional Deadlift,Cadera,3,fuerza_hipertrofia
